Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Region,Subregion,Latitude,Longitude,Elevation,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
223001,Hamugoma,Tuff cone of Fort Portal,,,,,,,,,,,,,,,,,,,,,,,
332060,Hana Ridge,Fissure vent of Haleakala,,,,,,,,,,,,,,,,,,,,,,,
283110,Hanare-yama,Dome of Asamayama,,,,,,,,,,,,,,,,,,,,,,,
284030,Hanatate,Dome of Kozushima,,,,,,,,,,,,,,,,,,,,,,,
282100,Hando-iwa,Vent of Unzendake,,,,,,,,,,,,,,,,,,,,,,,
356011,Hanga o Tea,Crater of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
300272,Hangar,Synonym of Khangar,,,,,,,,,,,,,,,,,,,,,,,
303010,Hangayn Volcanic Field,Synonym of Taryatu-Chulutu,,,,,,,,,,,,,,,,,,,,,,,
210010,Hangelberg,Cone of West Eifel Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
285032,Hangetsu-ko,Tuff cone of Yoteizan,,,,,,,,,,,,,,,,,,,,,,,
302030,Hangura,Synonym of Khangura,,,,,,,,,,,,,,,,,,,,,,,
356011,Hani-Hani,Pyroclastic cone of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
221022,Hanish,Shield,Unknown,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,13.72,42.73,422,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , , ,219,304,811,850223
222021,"Hanjale, Gof",Maar of Marsabit,,,,,,,,,,,,,,,,,,,,,,,
251041,Hankow Reef,Submarine,Unknown,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-4.883,146.717,-5,Subduction zone / Continental crust (>25 km),Evidence Uncertain,No Data (checked), , , , , , , , , ,0,0,0,50983
323100,"Hannah, Mount",Dome of Clear Lake,,,,,,,,,,,,,,,,,,,,,,,
223040,Hans Meyer Crater,Synonym of Muntango,,,,,,,,,,,,,,,,,,,,,,,
251020,Hansa Island,Synonym of Manam,,,,,,,,,,,,,,,,,,,,,,,
233010,Hantsongoma,Crater of Karthala,,,,,,,,,,,,,,,,,,,,,,,
303020,Hanui (Hanuy) Gol,Synonym of Khanuy Gol,,,,,,,,,,,,,,,,,,,,,,,
356011,"Hao, Maunga","Synonym of Vao, Maunga",,,,,,,,,,,,,,,,,,,,,,,
244050,Haofa,Tuff cone of Wallis Islands,,,,,,,,,,,,,,,,,,,,,,,
371090,Haolduhraun,Fissure vent of Hofsjokull,,,,,,,,,,,,,,,,,,,,,,,
372050,Haolduhraun,Fissure vent of Torfajokull,,,,,,,,,,,,,,,,,,,,,,,
252071,Hapberg,Synonym of Kapberg,,,,,,,,,,,,,,,,,,,,,,,
283010,Harai,Pyroclastic cone of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
283010,Harai,Vent of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
223020,Harakandi,Cone of Nyamuragira,,,,,,,,,,,,,,,,,,,,,,,
261090,Haranggaol,Caldera of Toba,,,,,,,,,,,,,,,,,,,,,,,
221115,Hararo Manda,Synonym of Manda Hararo,,,,,,,,,,,,,,,,,,,,,,,
221115,Hararu,Synonym of Manda Hararo,,,,,,,,,,,,,,,,,,,,,,,
323020,Hardin Butte,Cone of Medicine Lake,,,,,,,,,,,,,,,,,,,,,,,
210010,Hardt-Maar,Maar of West Eifel Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
252100,Hargy,Stratovolcano,950,Papua New Guinea,Melanesia and Australia,New Britain,-5.33,151.1,1148,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,84,5093,14613,85504
290300,Harimkotan,Synonym of Kharimkotan,,,,,,,,,,,,,,,,,,,,,,,
221260,Haro Maja,Maar of Butajiri-Silti Field,,,,,,,,,,,,,,,,,,,,,,,
221220,Haro Maja,Tuff ring of Bishoftu Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
241050,Haroharo,Fissure vent of Okataina,,,,,,,,,,,,,,,,,,,,,,,
284070,Harosu,Synonym of Beyonesu Rocks,,,,,,,,,,,,,,,,,,,,,,,
290220,Harotsiatsianopori,Synonym of Rasshua,,,,,,,,,,,,,,,,,,,,,,,
231001,Harrat Ash Shamah,Volcanic field,1850,Syria-Jordan-Saudi Arabia,Middle East and Indian Ocean,Middle East (western),32.333,37.583,1100,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,Andesite / Basaltic Andesite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , ,276996,276996,276996,276996
321050,Harry's Spa Hot Springs,Hot Spring of St. Helens,,,,,,,,,,,,,,,,,,,,,,,
290300,Harumukotan,Synonym of Kharimkotan,,,,,,,,,,,,,,,,,,,,,,,
283122,Haruna,Synonym of Harunasan,,,,,,,,,,,,,,,,,,,,,,,
283122,Haruna-Fuji,Cone of Harunasan,,,,,,,,,,,,,,,,,,,,,,,
283122,Harunasan,Stratovolcano,550,Japan,"Japan, Taiwan, Marianas",Honshu,36.477,138.851,1449,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,1135,36116,1185012,14076385
282080,Harutayama,Dome of Aira,,,,,,,,,,,,,,,,,,,,,,,
282080,Haruta-yama,Synonym of Harutayama,,,,,,,,,,,,,,,,,,,,,,,
213010,Hasan Dagi,Cone of Erciyes Dagi,,,,,,,,,,,,,,,,,,,,,,,
213002,Hasan Dagi,Stratovolcano,Unknown,Turkey,Mediterranean and Western Asia,Turkey,38.13,34.17,3253,Intraplate / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite,Trachyandesite / Basaltic Trachyandesite, , , , , ,235,4979,174584,1362673
283001,Hashimasho,Submarine crater of Abu,,,,,,,,,,,,,,,,,,,,,,,
323080,Hat Mountain,Cone of Lassen Volcanic Center,,,,,,,,,,,,,,,,,,,,,,,
283030,Hatachi-yama,Synonym of Fujisan,,,,,,,,,,,,,,,,,,,,,,,
282120,Hatchobaru,Thermal of Kujusan,,,,,,,,,,,,,,,,,,,,,,,
284040,Hatchodaira,Caldera of Miyakejima,,,,,,,,,,,,,,,,,,,,,,,
222164,Hatenji,Cone of Ngozi,,,,,,,,,,,,,,,,,,,,,,,
282100,Hatimaki-yama,Synonym of Hachimaki-yama,,,,,,,,,,,,,,,,,,,,,,,
283250,Hatimantai,Synonym of Hachimantai,,,,,,,,,,,,,,,,,,,,,,,
283121,Hati-yama,Synonym of Hachi-yama,,,,,,,,,,,,,,,,,,,,,,,
284050,Hatizyo-Huzi,Synonym of Hachijojima,,,,,,,,,,,,,,,,,,,,,,,
284050,Hatizyo-zima Nisi-yama,Synonym of Hachijojima,,,,,,,,,,,,,,,,,,,,,,,
231090,"Hattab, Jabal",Synonym of Kaulet Hattab,,,,,,,,,,,,,,,,,,,,,,,
373030,Hattur,Fissure vent of Bardarbunga,,,,,,,,,,,,,,,,,,,,,,,
356011,"Ha'u Epa, Maunga",Pyroclastic cone of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
233020,"Haug, Cratere","Crater of Fournaise, Piton de la",,,,,,,,,,,,,,,,,,,,,,,
371020,Haugur,Crater Row of Reykjanes,,,,,,,,,,,,,,,,,,,,,,,
241100,Hauhungatahi,Cone of Ruapehu,,,,,,,,,,,,,,,,,,,,,,,
371080,Haukadalur,Thermal of Langjokull,,,,,,,,,,,,,,,,,,,,,,,
275040,Haut Dong Nai,Volcanic field,Unknown,Vietnam,Philippines and SE Asia,Southeast Asia,11.6,108.2,1000,Intraplate / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , ,136278,136278,344723,2975160
233020,"Hauy, Piton","Pyroclastic cone of Fournaise, Piton de la",,,,,,,,,,,,,,,,,,,,,,,
390080,Havfruen Peak,Cone of Bristol Island,,,,,,,,,,,,,,,,,,,,,,,
242005,Havre Seamount,Submarine,2012,New Zealand,New Zealand to Fiji,Kermadec Islands,-31.08,-179.033,-897,Subduction zone / Oceanic crust (< 15 km),Eruption Observed, , , , , , , , , , ,0,0,0,0
275110,Hawshuenshan,Synonym of Maanshan,,,,,,,,,,,,,,,,,,,,,,,
221020,Haycock Island,Cone of Zubair Group,,,,,,,,,,,,,,,,,,,,,,,
221022,Haycock Island,Cone of Hanish,,,,,,,,,,,,,,,,,,,,,,,
313050,Hayes,Stratovolcano,1200,United States,Alaska,Alaska (southwestern),61.64,-152.411,3034,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite, , , , , , , , , ,0,0,0,151
231072,"Hayil, Harrat","Synonym of Birk, Harrat al",,,,,,,,,,,,,,,,,,,,,,,
231110,"Haylan, Jabal",Volcanic field,-1200,Yemen,Middle East and Indian Ocean,Middle East (southern),15.4,45.1,1550,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,225754,225754,225754,4164209
221091,Hayli Gub,Synonym of Hayli Gubbi,,,,,,,,,,,,,,,,,,,,,,,
221091,Hayli Gubbi,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.51,40.722,493,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt,Rhyolite,Trachyte / Trachydacite, , , , , , , ,0,83,4266,179357
231050,"Hazam Khadra', Jabal","Cone of Ithnayn, Harrat",,,,,,,,,,,,,,,,,,,,,,,
241140,Healy,Submarine,1360,New Zealand,New Zealand to Fiji,New Zealand,-35.004,178.973,-980,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Dacite, , , , ,Basalt / Picro-Basalt,Rhyolite, , , ,0,0,0,0
234010,Heard,Stratovolcano,2018,Australia,Middle East and Indian Ocean,Indian Ocean (southern),-53.106,73.513,2745,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Phono-tephrite /  Tephri-phonolite, , , , , ,0,0,0,0
325010,Heart Lake,Thermal of Yellowstone,,,,,,,,,,,,,,,,,,,,,,,
300023,Heart of Alaid,Synonym of Serdtze Alaida,,,,,,,,,,,,,,,,,,,,,,,
320040,Heart Peaks,Shield,Unknown,Canada,Canada and Western USA,Canada,58.6,-131.97,2012,Intraplate / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt,Rhyolite,Trachybasalt / Tephrite Basanite, , ,Trachyte / Trachydacite, , , , ,0,0,0,261
234001,Hebert,Cone of Amsterdam Island,,,,,,,,,,,,,,,,,,,,,,,
223040,Hehu,Cone of Karisimbi,,,,,,,,,,,,,,,,,,,,,,,
373080,Heidarspordur,Fissure vent of Krafla,,,,,,,,,,,,,,,,,,,,,,,
371040,Heidin Ha,Shield volcano of Brennisteinsfjoll,,,,,,,,,,,,,,,,,,,,,,,
257040,Heienliglar,Synonym of Marumliglar,,,,,,,,,,,,,,,,,,,,,,,
332010,Heiheiahulu,Shield volcano of Kilauea,,,,,,,,,,,,,,,,,,,,,,,
282120,Heiji-dake,Stratovolcano of Kujusan,,,,,,,,,,,,,,,,,,,,,,,
275110,Heikongshan,Pyroclastic cone of Tengchong,,,,,,,,,,,,,,,,,,,,,,,
275110,Heikongshan,Cone of Tengchong,,,,,,,,,,,,,,,,,,,,,,,
304030,Heilong Shan,Pyroclastic cone of Kunlun Volcanic Group,,,,,,,,,,,,,,,,,,,,,,,
372010,Heimaey,Pyroclastic cone of Vestmannaeyjar,,,,,,,,,,,,,,,,,,,,,,,
305020,Heishan,Pyroclastic cone of Keluo Group,,,,,,,,,,,,,,,,,,,,,,,
275110,Heishan,Cone of Tengchong,,,,,,,,,,,,,,,,,,,,,,,
304030,Heishibeihu,Pyroclastic cone of Kunlun Volcanic Group,,,,,,,,,,,,,,,,,,,,,,,
282120,Heizi-dake,Synonym of Heiji-dake,,,,,,,,,,,,,,,,,,,,,,,
263140,"Hejo, Kawah",Thermal of Galunggung,,,,,,,,,,,,,,,,,,,,,,,
372070,Hekla,Stratovolcano,2000,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.983,-19.666,1490,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,0,0,298,22845
372070,Heklufell,Synonym of Hekla,,,,,,,,,,,,,,,,,,,,,,,
372070,Heklufjall,Synonym of Hekla,,,,,,,,,,,,,,,,,,,,,,,
372070,Heklugja,Fissure vent of Hekla,,,,,,,,,,,,,,,,,,,,,,,
383060,"Helechos, Los",Cone of Lanzarote,,,,,,,,,,,,,,,,,,,,,,,
323080,"Helen, Mount",Dome of Lassen Volcanic Center,,,,,,,,,,,,,,,,,,,,,,,
224010,Helena,Cone of Cameroon,,,,,,,,,,,,,,,,,,,,,,,
371040,Helgadalshraun,Crater Row of Brennisteinsfjoll,,,,,,,,,,,,,,,,,,,,,,,
372010,Helgafell,Pyroclastic cone of Vestmannaeyjar,,,,,,,,,,,,,,,,,,,,,,,
371030,Helgafellsgigir,Crater Row of Krysuvík,,,,,,,,,,,,,,,,,,,,,,,
370020,Helgrindur,Pyroclastic cone(s),Unknown,Iceland,Iceland and Arctic Ocean,Iceland (western),64.866,-23.283,986,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,753,753,2312,20018
372010,Hellisey,Cone of Vestmannaeyjar,,,,,,,,,,,,,,,,,,,,,,,
371050,Hellisheidi,Thermal of Hengill,,,,,,,,,,,,,,,,,,,,,,,
372070,Helliskvislarhraun,Fissure vent of Hekla,,,,,,,,,,,,,,,,,,,,,,,
257010,Hell's Gate,Thermal of Suretamatai,,,,,,,,,,,,,,,,,,,,,,,
324040,Hell's Half Acre,Shield,-3250,United States,Canada and Western USA,USA (Idaho),43.5,-112.45,1631,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,305,12646,295506
320120,Helmet Peak,Cone of Milbanke Sound Group,,,,,,,,,,,,,,,,,,,,,,,
221125,Heltagi,Cone of Assab Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
360170,Helvellyn,Dome of St. Catherine,,,,,,,,,,,,,,,,,,,,,,,
373080,Helviti,Synonym of Viti,,,,,,,,,,,,,,,,,,,,,,,
223020,Hembe,Cone of Nyamuragira,,,,,,,,,,,,,,,,,,,,,,,
234070,Hendrik Fisher Kop,Pyroclastic cone of Marion Island,,,,,,,,,,,,,,,,,,,,,,,
357080,"Henedura, La",Crater of Antuco,,,,,,,,,,,,,,,,,,,,,,,
268010,Heneowara,Crater of Dukono,,,,,,,,,,,,,,,,,,,,,,,
371050,Hengill,Crater rows,150,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.083,-21.416,803,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite, , , , , , , ,5722,5722,124106,204855
210010,Hengstweiler,Maar of West Eifel Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
234020,"Henri Rallier du Baty, Mont",Cone of Kerguelen Islands,,,,,,,,,,,,,,,,,,,,,,,
327040,Henrie Knolls,Cone of Markagunt Plateau,,,,,,,,,,,,,,,,,,,,,,,
325010,Henrys Fork,Pleistocene caldera of Yellowstone,,,,,,,,,,,,,,,,,,,,,,,
283271,Herai-dake,Stratovolcano of Towada,,,,,,,,,,,,,,,,,,,,,,,
242030,Herald Islets,Crater of Raoul Island,,,,,,,,,,,,,,,,,,,,,,,
311220,Herbert,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,52.742,-170.111,1280,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,0,0,0,30
371040,Herdisarvikurhraun,Shield volcano of Brennisteinsfjoll,,,,,,,,,,,,,,,,,,,,,,,
345031,"Herivderos, Los",Thermal of Tenorio,,,,,,,,,,,,,,,,,,,,,,,
345034,"Hermoso, Valle",Pyroclastic cone of Platanar,,,,,,,,,,,,,,,,,,,,,,,
341080,Herradura,Cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
341061,"Herradura, Cerro la",Pyroclastic cone of Zitácuaro-Valle de Bravo,,,,,,,,,,,,,,,,,,,,,,,
341020,"Herrera, Crater",Dome of Bárcena,,,,,,,,,,,,,,,,,,,,,,,
221080,Hertale,Synonym of Erta Ale,,,,,,,,,,,,,,,,,,,,,,,
221171,Hertali,Fissure vent,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,9.78,40.33,900,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,474,2243,65271,2279187
390050,Hertha,Cone of Seal Nunataks Group,,,,,,,,,,,,,,,,,,,,,,,
300261,Herz,Cone of Ushkovsky,,,,,,,,,,,,,,,,,,,,,,,
372070,Hestolduhraun,Fissure vent of Hekla,,,,,,,,,,,,,,,,,,,,,,,
300280,Hfealin,Synonym of Ichinsky,,,,,,,,,,,,,,,,,,,,,,,
271080,Hibok-Hibok,Stratovolcano of Camiguin,,,,,,,,,,,,,,,,,,,,,,,
231050,"Hibran, Jabal","Crater of Ithnayn, Harrat",,,,,,,,,,,,,,,,,,,,,,,
383020,Hierro,Shield,2012,Spain,Atlantic Ocean,Canary Islands,27.73,-18.03,1500,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , ,Foidite,Trachyte / Trachydacite, , , ,20321,20321,20321,43696
283180,Higashi-Azuma,Cone of Azumayama,,,,,,,,,,,,,,,,,,,,,,,
283220,Higashi-Chokai,Stratovolcano of Chokaisan,,,,,,,,,,,,,,,,,,,,,,,
283180,Higashi-Daiten,Cone of Azumayama,,,,,,,,,,,,,,,,,,,,,,,
285070,Higashidake,Cone of Akan,,,,,,,,,,,,,,,,,,,,,,,
285070,Higashi-dake,Synonym of Higashidake,,,,,,,,,,,,,,,,,,,,,,,
284050,Higashi-hakuunzan,Cone of Hachijojima,,,,,,,,,,,,,,,,,,,,,,,
283240,Higashi-Iwate,Stratovolcano of Iwatesan,,,,,,,,,,,,,,,,,,,,,,,
283010,Higashi-Izu Volcano Group,Synonym of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
283010,Higashi-Izu-Oki Group,Synonym of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
284100,Higashi-Kaitokuba,Cone of Kaitoku Seamount,,,,,,,,,,,,,,,,,,,,,,,
283210,Higashi-Kurikoma,Stratovolcano of Kurikomayama,,,,,,,,,,,,,,,,,,,,,,,
285030,Higashi-Maruyama,Dome of Toya,,,,,,,,,,,,,,,,,,,,,,,
282021,Higashimine,Cone of Yokoate-jima,,,,,,,,,,,,,,,,,,,,,,,
283010,Higashi-oike,Maar of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
282130,Higashi-onsen,Thermal of Yufu-Tsurumi,,,,,,,,,,,,,,,,,,,,,,,
285061,Higashi-Tokachi-Maruyama,Synonym of Maruyama,,,,,,,,,,,,,,,,,,,,,,,
283030,Higashi-Tsurugi,Cone of Fujisan,,,,,,,,,,,,,,,,,,,,,,,
283030,Higashi-Usuzuka,Cone of Fujisan,,,,,,,,,,,,,,,,,,,,,,,
284050,Higashi-yama,Stratovolcano of Hachijojima,,,,,,,,,,,,,,,,,,,,,,,
285010,Higashi-yama,Stratovolcano of Oshima-Oshima,,,,,,,,,,,,,,,,,,,,,,,
285070,Higasi-dake,Synonym of Higashidake,,,,,,,,,,,,,,,,,,,,,,,
284050,Higasi-yama,Synonym of Higashi-yama,,,,,,,,,,,,,,,,,,,,,,,
253010,Higaturu,Synonym of Lamington,,,,,,,,,,,,,,,,,,,,,,,
323020,High Hole Crater,Crater - Cone of Medicine Lake,,,,,,,,,,,,,,,,,,,,,,,
221021,High Island,Cone of Zukur,,,,,,,,,,,,,,,,,,,,,,,
331010,High Rise,Thermal of Endeavour Segment,,,,,,,,,,,,,,,,,,,,,,,
320031,High Tuya Lake Volcanic Field,Volcanic field of Tuya Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
332010,Hiiaka,Pit crater of Kilauea,,,,,,,,,,,,,,,,,,,,,,,
263330,Hijang,Synonym of Iyang-Argapura,,,,,,,,,,,,,,,,,,,,,,,
283191,Hijiori,Caldera,Unknown,Japan,"Japan, Taiwan, Marianas",Honshu,38.599,140.162,552,Subduction zone / Continental crust (>25 km),Evidence Credible,Dacite, , , , , , , , , ,83511,83511,302176,4338240
282130,Hijiri-yu,Thermal of Yufu-Tsurumi,,,,,,,,,,,,,,,,,,,,,,,
341080,Hijo del Cuauhtzin,Pyroclastic cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
342030,Hijo del Volcán,Synonym of Santiaguito,,,,,,,,,,,,,,,,,,,,,,,
282080,Hikinohira,Dome of Aira,,,,,,,,,,,,,,,,,,,,,,,
282043,Hikisue,Dome of Kuchinoshima,,,,,,,,,,,,,,,,,,,,,,,
284010,Hikubo,Crater of Izu-Oshima,,,,,,,,,,,,,,,,,,,,,,,
243110,Hikutemotu,Cone of Niuafo'ou,,,,,,,,,,,,,,,,,,,,,,,
231071,"Hil, Jabal","Pyroclastic cone of Kishb, Harrat",,,,,,,,,,,,,,,,,,,,,,,
342130,"Hilas, Cerro de las",Pyroclastic cone of Moyuta,,,,,,,,,,,,,,,,,,,,,,,
371050,Hildarhraun,Shield volcano of Hengill,,,,,,,,,,,,,,,,,,,,,,,
314010,Hill 404,Pyroclastic cone of St. Paul Island,,,,,,,,,,,,,,,,,,,,,,,
386010,Hill Piece,Tuff cone of Tristan da Cunha,,,,,,,,,,,,,,,,,,,,,,,
231050,Hilla Ethnan,"Synonym of Ithnayn, Harrat",,,,,,,,,,,,,,,,,,,,,,,
322160,Hillman Peak,Stratovolcano of Crater Lake,,,,,,,,,,,,,,,,,,,,,,,
272070,Himaicagan,Synonym of Kasiboi,,,,,,,,,,,,,,,,,,,,,,,
343010,"Himalaya, Cerro",Dome of Apaneca Range,,,,,,,,,,,,,,,,,,,,,,,
282090,Hinamoridake,Stratovolcano of Kirishimayama,,,,,,,,,,,,,,,,,,,,,,,
210010,Hinkelsmaar,Maar of West Eifel Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
282091,Hinodake,Cone of Fukue,,,,,,,,,,,,,,,,,,,,,,,
283030,Hinokizuka,Cone of Fujisan,,,,,,,,,,,,,,,,,,,,,,,
282091,Hino-take,Synonym of Hinodake,,,,,,,,,,,,,,,,,,,,,,,
284040,Hinoyama-toge,Fissure vent of Miyakejima,,,,,,,,,,,,,,,,,,,,,,,
241070,Hipaua,Thermal of Taupo,,,,,,,,,,,,,,,,,,,,,,,
210010,Hippersbach,Tuff ring of West Eifel Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
323020,Hippo Butte,Cone of Medicine Lake,,,,,,,,,,,,,,,,,,,,,,,
284040,Hirabe-yama,Crater of Miyakejima,,,,,,,,,,,,,,,,,,,,,,,
282070,Hirakiki-dake,Synonym of Kaimondake,,,,,,,,,,,,,,,,,,,,,,,
282080,Hirase,Cone of Aira,,,,,,,,,,,,,,,,,,,,,,,
283001,Hirasesho,Submarine crater of Abu,,,,,,,,,,,,,,,,,,,,,,,
283030,Hiratsuka,Cone of Fujisan,,,,,,,,,,,,,,,,,,,,,,,
268052,Hiri,Stratovolcano,Unknown,Indonesia,Indonesia,Halmahera,0.9,127.32,630,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,5650,11454,295487,550526
264250,Hiro,Synonym of Iliwerung,,,,,,,,,,,,,,,,,,,,,,,
285034,Hiroyiyama-Oyunuma-Urajigoku,Fissure vent of Kuttara,,,,,,,,,,,,,,,,,,,,,,,
263050,"Hirup, Kawah",Thermal of Salak,,,,,,,,,,,,,,,,,,,,,,,
285020,Hisagogata,Crater of Hokkaido-Komagatake,,,,,,,,,,,,,,,,,,,,,,,
261220,Hitam,Stratovolcano of Kaba,,,,,,,,,,,,,,,,,,,,,,,
290060,Hitokappu Volcano Group,Synonym of Nishihitokappuyama [Bogatyr Ridge],,,,,,,,,,,,,,,,,,,,,,,
290060,Hitokappu-yama,Stratovolcano of Nishihitokappuyama [Bogatyr Ridge],,,,,,,,,,,,,,,,,,,,,,,
283131,Hiuchi,Synonym of Hiuchigatake,,,,,,,,,,,,,,,,,,,,,,,
283131,Hiuchigatake,Stratovolcano,1544,Japan,"Japan, Taiwan, Marianas",Honshu,36.955,139.285,2356,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,179,720,18567,7523509
283131,Hiuchiga-take,Synonym of Hiuchigatake,,,,,,,,,,,,,,,,,,,,,,,
332030,"Hiukau, Puu",Cone of Mauna Kea,,,,,,,,,,,,,,,,,,,,,,,
356011,"Hiva Hiva, Maunga",Pyroclastic cone of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
225060,Hiwaish Abu Siba,Cone of Bayuda Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
263330,Hiyang,Synonym of Iyang-Argapura,,,,,,,,,,,,,,,,,,,,,,,
285034,Hiyoriyama,Dome of Kuttara,,,,,,,,,,,,,,,,,,,,,,,
285034,Hiyori-yama,Synonym of Hiyoriyama,,,,,,,,,,,,,,,,,,,,,,,
284131,Hiyoshi-okinoba,Synonym of Minami-Hiyoshi,,,,,,,,,,,,,,,,,,,,,,,
284131,Hiyosi-okinoba,Synonym of Minami-Hiyoshi,,,,,,,,,,,,,,,,,,,,,,,
282120,Hizengajo,Dome of Kujusan,,,,,,,,,,,,,,,,,,,,,,,
283191,Hiziori,Synonym of Hijiori,,,,,,,,,,,,,,,,,,,,,,,
355100,Hlascar,Synonym of Lascar,,,,,,,,,,,,,,,,,,,,,,,
373080,Hlídarfjall,Dome of Krafla,,,,,,,,,,,,,,,,,,,,,,,
372070,Hlidargigar,Fissure vent of Hekla,,,,,,,,,,,,,,,,,,,,,,,
371040,Hlidarhraun,Shield volcano of Brennisteinsfjoll,,,,,,,,,,,,,,,,,,,,,,,
373080,Hlidarsel,Synonym of Dalfjall,,,,,,,,,,,,,,,,,,,,,,,
374010,Hnappafellsjokull,Synonym of Oraefajokull,,,,,,,,,,,,,,,,,,,,,,,
373030,Hnausagigarod,Fissure vent of Bardarbunga,,,,,,,,,,,,,,,,,,,,,,,
373030,Hnausapollur,Crater of Bardarbunga,,,,,,,,,,,,,,,,,,,,,,,
300280,Hoashen,Synonym of Ichinsky,,,,,,,,,,,,,,,,,,,,,,,
221293,Hobicha Caldera,Caldera,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,6.78,37.83,1800,Intraplate / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt, , , , , , , , , ,466462,466462,1010821,8935632
222090,Hobley Volcano,Synonym of Olkaria,,,,,,,,,,,,,,,,,,,,,,,
