budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
150000000.0,Walt Disney Animation Studios,USA,Chris Buck,Animation,400738009.0,Frozen,PG,2013-11-27,102,7.5,Kristen Bell,464149,Jennifer Lee,2013
75000000.0,Summit Entertainment,USA,Louis Leterrier,Crime,117723989.0,Now You See Me,PG-13,2013-05-31,115,7.3,Jesse Eisenberg,505432,Ed Solomon,2013
20000000.0,Universal Pictures,Canada,Andy Muschietti,Horror,71628180.0,Mamá,PG-13,2013-01-18,100,6.2,Jessica Chastain,146508,Andy Muschietti,2013
23000000.0,Annapurna Pictures,USA,Spike Jonze,Drama,25568251.0,Her,R,2014-01-10,126,8.0,Joaquin Phoenix,404796,Spike Jonze,2013
225000000.0,Warner Bros.,USA,Zack Snyder,Action,291045518.0,Man of Steel,PG-13,2013-06-14,143,7.1,Henry Cavill,590734,David S. Goyer,2013
37000000.0,New Line Cinema,USA,Rawson Marshall Thurber,Comedy,150394119.0,We're the Millers,R,2013-08-07,110,7.0,Jason Sudeikis,342500,Bob Fisher,2013
105000000.0,Warner Bros.,Australia,Baz Luhrmann,Drama,144840419.0,El gran Gatsby,PG-13,2013-05-10,143,7.3,Leonardo DiCaprio,394723,Baz Luhrmann,2013
0.0,Quat'sous Films,France,Abdellatif Kechiche,Drama,2199675.0,Blue Is the Warmest Color,NC-17,2014-02-14,180,7.8,Léa Seydoux,107119,Abdellatif Kechiche,2013
0.0,Zentropa Entertainments,Denmark,Lars von Trier,Drama,785669.0,Ninfomanía: primera parte,NOT RATED,2014-03-06,117,7.0,Charlotte Gainsbourg,93710,Lars von Trier,2013
190000000.0,Warner Bros.,USA,Guillermo del Toro,Action,101802906.0,Pacific Rim,PG-13,2013-07-12,131,7.0,Idris Elba,407588,Travis Beacham,2013
0.0,Pathé International,Canada,Denis Villeneuve,Mystery,1007088.0,Enemigos idénticos,R,2014-02-06,91,6.9,Jake Gyllenhaal,117920,José Saramago,2013
130000000.0,Color Force,USA,Francis Lawrence,Action,424668047.0,The Hunger Games: Catching Fire,PG-13,2013-11-22,146,7.6,Jennifer Lawrence,535963,Simon Beaufoy,2013
40000000.0,Columbia Pictures,USA,David O. Russell,Crime,150117807.0,American Hustle,R,2013-12-20,138,7.3,Christian Bale,386428,Eric Warren Singer,2013
100000000.0,Warner Bros.,UK,Alfonso Cuarón,Drama,274092705.0,Gravity,PG-13,2013-10-04,91,7.8,Sandra Bullock,638007,Alfonso Cuarón,2013
20000000.0,Regency Enterprises,USA,Steve McQueen,Biography,56671993.0,12 Years a Slave,R,2013-11-08,134,8.1,Chiwetel Ejiofor,503763,John Ridley,2013
190000000.0,Paramount Pictures,USA,J.J. Abrams,Action,228778661.0,Star Trek Into Darkness,PG-13,2013-05-16,132,7.8,Chris Pine,423966,Roberto Orci,2013
200000000.0,Marvel Studios,China,Shane Black,Action,409013994.0,Iron Man 3,PG-13,2013-05-03,130,7.2,Robert Downey Jr.,605330,Drew Pearce,2013
70000000.0,Millennium Films,USA,Antoine Fuqua,Action,98925640.0,Olympus Has Fallen,R,2013-03-22,119,6.5,Gerard Butler,218879,Creighton Rothenberger,2013
120000000.0,Universal Pictures,USA,Joseph Kosinski,Action,89021735.0,Oblivion,PG-13,2013-04-19,124,7.0,Tom Cruise,418811,Karl Gajdusek,2013
5000000.0,Truth Entertainment (II),USA,Jean-Marc Vallée,Biography,27298285.0,Dallas Buyers Club,R,2013-11-22,117,8.0,Matthew McConaughey,362192,Craig Borten,2013
12000000.0,Translux,UK,Richard Curtis,Comedy,15322921.0,About Time,R,2013-11-08,123,7.8,Domhnall Gleeson,228554,Richard Curtis,2013
190000000.0,Paramount Pictures,USA,Marc Forster,Action,202359711.0,World War Z,PG-13,2013-06-21,116,7.0,Brad Pitt,507319,Matthew Michael Carnahan,2013
60000000.0,Warner Bros.,USA,Ruben Fleischer,Action,46000903.0,Gangster Squad,R,2013-01-11,113,6.7,Sean Penn,184266,Will Beall,2013
40000000.0,Film 44,USA,Peter Berg,Action,125095601.0,Lone Survivor,R,2014-01-10,121,7.5,Mark Wahlberg,224829,Peter Berg,2013
30000000.0,Metro-Goldwyn-Mayer (MGM),USA,Kimberly Peirce,Drama,35266619.0,Carrie,R,2013-10-18,100,5.9,Chloë Grace Moretz,115826,Lawrence D. Cohen,2013
170000000.0,Marvel Studios,USA,Alan Taylor,Action,206362140.0,Thor: The Dark World,PG-13,2013-11-08,112,7.0,Chris Hemsworth,456007,Christopher Yost,2013
38000000.0,Exclusive Media Group,UK,Ron Howard,Action,26947624.0,Rush,R,2013-09-27,123,8.1,Daniel Brühl,349811,Peter Morgan,2013
32000000.0,Columbia Pictures,USA,Evan Goldberg,Comedy,101470202.0,This Is the End,R,2013-06-12,107,6.6,James Franco,334845,Seth Rogen,2013
39200000.0,SnowPiercer,South Korea,Joon-ho Bong,Action,4563650.0,El expreso del miedo,R,2014-07-11,126,7.0,Chris Evans,207368,Joon-ho Bong,2013
3000000.0,Universal Pictures,France,James DeMonaco,Horror,64473115.0,La noche de la expiación,R,2013-06-07,85,5.7,Ethan Hawke,159252,James DeMonaco,2013
160000000.0,Universal Pictures,USA,Justin Lin,Action,238679850.0,Fast & Furious 6,PG-13,2013-05-24,130,7.1,Vin Diesel,324918,Chris Morgan,2013
6000000.0,Worldview Entertainment,USA,Eli Roth,Adventure,7192291.0,The Green Inferno,R,2015-09-25,100,5.3,Lorenza Izzo,28341,Guillermo Amoedo,2013
80000000.0,Columbia Pictures,USA,Dennis Dugan,Comedy,133668525.0,Grown Ups 2,PG-13,2013-07-12,101,5.4,Adam Sandler,117428,Fred Wolf,2013
28000000.0,Universal Pictures,USA,Jeff Wadlow,Action,28795985.0,Kick-Ass 2,R,2013-08-16,103,6.6,Aaron Taylor-Johnson,219877,Jeff Wadlow,2013
225000000.0,Metro-Goldwyn-Mayer (MGM),USA,Peter Jackson,Adventure,258366855.0,The Hobbit: The Desolation of Smaug,PG-13,2013-12-13,161,7.9,Ian McKellen,524571,Fran Walsh,2013
60000000.0,Alcon Entertainment,USA,Richard LaGravenese,Drama,19452138.0,Beautiful Creatures,PG-13,2013-02-14,124,6.2,Alice Englert,73570,Richard LaGravenese,2013
25000000.0,Fox 2000 Pictures,UK,Ridley Scott,Crime,16973715.0,The Counsellor,R,2013-10-25,117,5.3,Michael Fassbender,86494,Cormac McCarthy,2013
17000000.0,TriStar Pictures,USA,Fede Alvarez,Fantasy,54239856.0,Evil Dead,R,2013-04-05,91,6.5,Jane Levy,135944,Fede Alvarez,2013
90000000.0,Twentieth Century Fox Film Corporation,USA,Ben Stiller,Adventure,58236838.0,The Secret Life of Walter Mitty,PG,2013-12-25,114,7.3,Ben Stiller,255109,Steve Conrad,2013
115000000.0,TriStar Pictures,USA,Neill Blomkamp,Action,93050117.0,Elysium,R,2013-08-09,109,6.6,Matt Damon,366674,Neill Blomkamp,2013
20000000.0,Universal Pictures,UK,Edgar Wright,Action,26004851.0,The World's End,R,2013-08-23,109,7.0,Simon Pegg,207634,Simon Pegg,2013
43000000.0,Twentieth Century Fox Film Corporation,USA,Paul Feig,Action,159582188.0,The Heat,R,2013-06-28,117,6.6,Sandra Bullock,142704,Katie Dippold,2013
30000000.0,EuropaCorp,USA,Luc Besson,Comedy,36918811.0,The Family,R,2013-09-13,111,6.3,Robert De Niro,95229,Luc Besson,2013
13300000.0,Film4,UK,Jonathan Glazer,Drama,2605039.0,Under the Skin,R,2014-03-14,108,6.3,Scarlett Johansson,98496,Walter Campbell,2013
76000000.0,Universal Pictures,USA,Pierre Coffin,Animation,368061265.0,Despicable Me 2,PG,2013-07-03,98,7.4,Steve Carell,314045,Cinco Paul,2013
3000000.0,Voltage Pictures,USA,Joseph Gordon-Levitt,Comedy,24477704.0,Don Jon,R,2013-09-27,90,6.6,Joseph Gordon-Levitt,203473,Joseph Gordon-Levitt,2013
60000000.0,Constantin Film,USA,Harald Zwart,Action,31165421.0,The Mortal Instruments: City of Bones,PG-13,2013-08-21,130,5.9,Lily Collins,114481,Jessica Postigo,2013
30000000.0,Good Universe,USA,Spike Lee,Action,2162593.0,Old Boy,R,2013-11-27,104,5.8,Josh Brolin,56204,Garon Tsuchiya,2013
50000000.0,Paramount Pictures,Germany,Tommy Wirkola,Action,55703475.0,Hansel y Gretel: Cazadores de brujas,R,2013-01-25,88,6.1,Jeremy Renner,170882,Tommy Wirkola,2013
28000000.0,Relativity Media,USA,Lasse Hallström,Drama,71349120.0,Safe Haven,PG-13,2013-02-14,115,6.7,Julianne Hough,87269,Dana Stevens,2013
130000000.0,Paramount Pictures,USA,Jon M. Chu,Action,122523060.0,G.I. Joe: Retaliation,PG-13,2013-03-28,110,5.8,Dwayne Johnson,154740,Rhett Reese,2013
6000000.0,Relativity Media,USA,Elizabeth Banks,Comedy,8828771.0,Movie 43,R,2013-01-25,94,4.3,Emma Stone,85609,Rocky Russo,2013
0.0,Zentropa Entertainments,Denmark,Lars von Trier,Drama,326983.0,Ninfomanía: segunda parte,NOT RATED,2014-03-20,123,6.7,Charlotte Gainsbourg,68336,Lars von Trier,2013
50000000.0,Summit Entertainment,USA,Mikael Håfström,Action,25132228.0,Escape Plan,R,2013-10-18,115,6.7,Sylvester Stallone,192466,Miles Chapman,2013
110000000.0,OddLot Entertainment,USA,Gavin Hood,Action,61737191.0,Ender's Game,PG-13,2013-11-01,114,6.7,Harrison Ford,197592,Gavin Hood,2013
22000000.0,Appian Way,UK,Scott Cooper,Crime,11326836.0,Out of the Furnace,R,2013-12-06,116,6.8,Christian Bale,90855,Brad Ingelsby,2013
5000000.0,Relativity Media,USA,Mike Flanagan,Horror,27695246.0,Oculus,R,2014-04-11,104,6.5,Karen Gillan,95687,Mike Flanagan,2013
26000000.0,Paramount Pictures,USA,Michael Bay,Action,49875291.0,Pain & Gain,R,2013-04-26,129,6.5,Mark Wahlberg,172482,Christopher Markus,2013
12000000.0,Fox Searchlight Pictures,UK,Chan-wook Park,Drama,1702277.0,Stoker,R,2013-04-05,99,6.8,Mia Wasikowska,90922,Wentworth Miller,2013
135000000.0,DreamWorks Animation,USA,Kirk De Micco,Animation,187168425.0,The Croods,PG,2013-03-22,98,7.2,Nicolas Cage,163313,Chris Sanders,2013
45000000.0,Di Bonaventura Pictures,USA,Jee-woon Kim,Action,12050299.0,The Last Stand,R,2013-01-18,107,6.4,Arnold Schwarzenegger,120452,Andrew Knauer,2013
50000.0,Bellanova Films,USA,James Ward Byrkit,Mystery,68877.0,Coherence,NOT RATED,2014-08-06,89,7.2,Emily Baldoni,71677,James Ward Byrkit,2013
120000000.0,Twentieth Century Fox Film Corporation,USA,James Mangold,Action,132556852.0,The Wolverine,PG-13,2013-07-26,126,6.7,Hugh Jackman,364907,Mark Bomback,2013
35000000.0,Summit Entertainment,USA,Jonathan Levine,Comedy,66380662.0,Warm Bodies,PG-13,2013-02-01,98,6.9,Nicholas Hoult,196631,Jonathan Levine,2013
20000000.0,Lionsgate,USA,John Luessenhop,Horror,34341945.0,Texas Chainsaw 3D,R,2013-01-04,92,4.8,Alexandra Daddario,38083,Adam Marcus,2013
55000000.0,Scott Rudin Productions,USA,Paul Greengrass,Biography,107100855.0,Captain Phillips,PG-13,2013-10-11,134,7.8,Tom Hanks,354410,Billy Ray,2013
2500000.0,Andrew Lauren Productions (ALP),USA,James Ponsoldt,Comedy,6851969.0,The Spectacular Now,R,2013-09-13,95,7.1,Miles Teller,119642,Scott Neustadter,2013
103000000.0,Green Hat Films,USA,Todd Phillips,Comedy,112200072.0,The Hangover Part III,R,2013-05-23,100,5.9,Bradley Cooper,245488,Todd Phillips,2013
58000000.0,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,44672764.0,The Internship,PG-13,2013-06-07,119,6.3,Vince Vaughn,169189,Vince Vaughn,2013
0.0,Red Granite Pictures,USA,Alexandre Aja,Drama,164480.0,Horns,R,2014-10-03,120,6.5,Daniel Radcliffe,63156,Keith Bunin,2013
215000000.0,Walt Disney Pictures,USA,Gore Verbinski,Action,89302115.0,The Lone Ranger,PG-13,2013-07-03,150,6.5,Johnny Depp,194951,Justin Haythe,2013
215000000.0,Walt Disney Pictures,USA,Sam Raimi,Adventure,234911825.0,Oz the Great and Powerful,PG,2013-03-08,130,6.3,James Franco,183680,Mitchell Kapner,2013
16000000.0,Gaumont,Australia,Anne Fontaine,Drama,317125.0,Adore,R,2013-10-25,100,6.2,Naomi Watts,26214,Anne Fontaine,2013
200000000.0,Walt Disney Pictures,USA,Dan Scanlon,Animation,268492764.0,Monsters University,G,2013-06-21,104,7.3,Billy Crystal,258992,Dan Scanlon,2013
4800000.0,Space Rocket Nation,Denmark,Nicolas Winding Refn,Crime,778565.0,Sólo Dios perdona,R,2013-09-20,90,5.7,Ryan Gosling,91897,Nicolas Winding Refn,2013
150000000.0,Columbia Pictures,USA,Roland Emmerich,Action,73103784.0,White House Down,PG-13,2013-06-28,131,6.4,Channing Tatum,176922,James Vanderbilt,2013
11000000.0,No Trace Camping,Ireland,Michael Dowse,Comedy,3452117.0,What If,PG-13,2014-08-15,98,6.8,Daniel Radcliffe,57422,Elan Mastai,2013
0.0,Paco Cinematografica,Italy,Giuseppe Tornatore,Crime,85433.0,The Best Offer,R,2014-01-01,131,7.8,Geoffrey Rush,81409,Giuseppe Tornatore,2013
5000000.0,FilmDistrict,USA,James Wan,Horror,83586447.0,Insidious: Chapter 2,PG-13,2013-09-13,106,6.6,Patrick Wilson,123320,Leigh Whannell,2013
30000000.0,Endgame Entertainment,USA,Steven Soderbergh,Crime,32172757.0,Side Effects,R,2013-02-08,106,7.1,Rooney Mara,157546,Scott Z. Burns,2013
90000000.0,Fox 2000 Pictures,USA,Thor Freudenthal,Adventure,68559554.0,Percy Jackson: Sea of Monsters,PG,2013-08-07,106,5.9,Logan Lerman,93908,Marc Guggenheim,2013
0.0,IM Global,UK,Steven Knight,Drama,1361423.0,Locke,R,2014-04-18,85,7.1,Tom Hardy,104599,Steven Knight,2013
84000000.0,Summit Entertainment,USA,Dean Parisot,Action,53262560.0,RED 2,PG-13,2013-07-19,116,6.7,Bruce Willis,136471,Jon Hoeber,2013
8000000.0,Exclusive Media Group,USA,John Carney,Comedy,16170632.0,Begin Again,R,2014-07-11,104,7.4,Keira Knightley,115851,John Carney,2013
38000000.0,Entertainment One,USA,David Twohy,Action,42025135.0,Riddick,R,2013-09-06,119,6.4,Vin Diesel,134609,David Twohy,2013
40000000.0,Chockstone Pictures,USA,Andrew Niccol,Action,26627201.0,The Host,PG-13,2013-03-29,125,5.9,Saoirse Ronan,98678,Andrew Niccol,2013
5000000.0,Steel Mill Pictures,UK,Jon S. Baird,Comedy,34321.0,Filth,R,2014-04-24,97,7.1,James McAvoy,84261,Jon S. Baird,2013
40000000.0,Warner Bros.,USA,Brian Helgeland,Biography,95001343.0,42,PG-13,2013-04-12,128,7.5,Chadwick Boseman,71006,Brian Helgeland,2013
92000000.0,Twentieth Century Fox Film Corporation,USA,John Moore,Action,67349198.0,A Good Day to Die Hard,R,2013-02-14,98,5.3,Bruce Willis,175817,Skip Woods,2013
130000000.0,Columbia Pictures,USA,M. Night Shyamalan,Action,60522097.0,After Earth,PG-13,2013-05-31,100,4.9,Jaden Smith,169422,Gary Whitta,2013
5000000.0,Sycamore Pictures,USA,Nat Faxon,Comedy,21501098.0,The Way Way Back,PG-13,2013-07-26,103,7.4,Steve Carell,124197,Nat Faxon,2013
175000000.0,H2F Entertainment,USA,Carl Rinsch,Action,38362475.0,47 Ronin,PG-13,2013-12-25,119,6.3,Keanu Reeves,125778,Chris Morgan,2013
18000000.0,Gravier Productions,USA,Woody Allen,Drama,33405481.0,Blue Jasmine,PG-13,2013-08-23,98,7.3,Cate Blanchett,164208,Woody Allen,2013
30000000.0,Follow Through Productions,USA,Lee Daniels,Biography,116632095.0,Lee Daniels' The Butler,PG-13,2013-08-16,132,7.2,Forest Whitaker,94884,Danny Strong,2013
22000000.0,Open Road Films (II),USA,Gary Fleder,Action,19783777.0,Homefront,R,2013-11-27,100,6.5,Jason Statham,90430,Sylvester Stallone,2013
25000000.0,The Weinstein Company,USA,John Wells,Drama,37738503.0,August: Osage County,R,2014-01-10,121,7.2,Meryl Streep,73438,Tracy Letts,2013
195000000.0,New Line Cinema,USA,Bryan Singer,Adventure,65187603.0,Jack the Giant Slayer,PG-13,2013-03-01,114,6.3,Nicholas Hoult,113861,Darren Lemke,2013
130000000.0,Universal Pictures,USA,Robert Schwentke,Action,33618855.0,R.I.P.D.,PG-13,2013-07-19,100,5.6,Ryan Reynolds,99230,Phil Hay,2013
13000000.0,Relativity Media,USA,Jon Lucas,Comedy,25682380.0,21 & Over,R,2013-03-01,93,5.9,Miles Teller,64737,Jon Lucas,2013
30000000.0,FilmDistrict,USA,Niels Arden Oplev,Action,10880926.0,Dead Man Down,R,2013-03-08,118,6.5,Colin Farrell,57854,J.H. Wyman,2013
11000000.0,CBS Films,USA,Ethan Coen,Drama,13235319.0,Inside Llewyn Davis,R,2014-01-10,104,7.5,Oscar Isaac,109079,Joel Coen,2013
0.0,Indigo Film,Italy,Paolo Sorrentino,Drama,2852400.0,The Great Beauty,NOT RATED,2014-03-14,141,7.8,Toni Servillo,63499,Paolo Sorrentino,2013
20000000.0,AR Films,Russia,Robert Rodriguez,Action,8008161.0,Machete Kills,R,2013-10-11,107,5.6,Danny Trejo,64085,Kyle Ward,2013
7000000.0,Recorded Picture Company (RPC),Germany,Jim Jarmusch,Comedy,1879534.0,Sólo los amantes sobreviven,R,2015-04-17,123,7.3,Tilda Swinton,70934,Jim Jarmusch,2013
35000000.0,Walt Disney Pictures,USA,John Lee Hancock,Biography,83301580.0,Saving Mr. Banks,PG-13,2013-12-20,125,7.5,Emma Thompson,128240,Kelly Marcel,2013
35000000.0,Aggregate Films,USA,Seth Gordon,Comedy,134506920.0,Identity Thief,R,2013-02-08,111,5.7,Jason Bateman,105070,Craig Mazin,2013
20000000.0,Pathé,UK,Danny Boyle,Crime,2319187.0,Trance,R,2013-05-03,101,7.0,James McAvoy,99164,Joe Ahearne,2013
61000000.0,Universal Pictures,USA,Baltasar Kormákur,Action,75612460.0,2 Guns,R,2013-08-02,109,6.7,Denzel Washington,168840,Blake Masters,2013
0.0,Mandarin Films,France,François Ozon,Drama,48022.0,Young & Beautiful,NOT RATED,2014-04-25,95,6.8,Marine Vacth,25415,François Ozon,2013
0.0,StudioCanal,UK,Dan Mazer,Comedy,32514.0,I Give It a Year,R,2013-02-08,97,5.7,Rose Byrne,31956,Dan Mazer,2013
12000000.0,Open Road Films (II),USA,Joshua Michael Stern,Biography,16117443.0,Jobs,PG-13,2013-08-16,128,5.9,Ashton Kutcher,83258,Matt Whiteley,2013
3000000.0,Faliro House Productions,USA,Richard Linklater,Drama,8114627.0,Before Midnight,R,2013-06-14,109,7.9,Ethan Hawke,108281,Richard Linklater,2013
15000000.0,Exclusive Media Group,USA,Ric Roman Waugh,Action,42930462.0,Snitch,PG-13,2013-02-22,112,6.5,Dwayne Johnson,69553,Justin Haythe,2013
10000000.0,Millennium Films,USA,Rob Epstein,Biography,356582.0,Lovelace,R,2013-09-20,93,6.2,Amanda Seyfried,33357,Andy Bellin,2013
8000000.0,American Zoetrope,USA,Sofia Coppola,Biography,5841046.0,The Bling Ring,R,2013-06-21,90,5.6,Katie Chang,72810,Sofia Coppola,2013
35000000.0,Two Ton Films,USA,Justin Zackham,Comedy,21784432.0,The Big Wedding,R,2013-04-26,100,5.6,Robert De Niro,40708,Justin Zackham,2013
35000000.0,Incentive Filmed Entertainment,USA,Taylor Hackford,Action,17609982.0,Parker,R,2013-01-25,118,6.2,Jason Statham,97771,John J. McLaughlin,2013
19000000.0,Fox 2000 Pictures,USA,Brian Percival,Drama,21488481.0,The Book Thief,PG-13,2013-11-27,131,7.6,Sophie Nélisse,108953,Markus Zusak,2013
50000000.0,Paramount Pictures,USA,Adam McKay,Comedy,127352707.0,Anchorman 2: The Legend Continues,PG-13,2013-12-18,119,6.3,Will Ferrell,142452,Will Ferrell,2013
105000000.0,Columbia Pictures,USA,Raja Gosnell,Animation,71017784.0,The Smurfs 2,PG,2013-07-31,105,5.4,Neil Patrick Harris,30631,J. David Stem,2013
13000000.0,TriStar Pictures,USA,Brad Anderson,Crime,51872378.0,The Call,R,2013-03-15,100,6.7,Halle Berry,95726,Richard D'Ovidio,2013
1066167.0,The Lab of Madness,USA,Jeremy Saulnier,Crime,258113.0,Blue Ruin,R,2014-07-09,90,7.1,Macon Blair,51447,Jeremy Saulnier,2013
0.0,Amber Entertainment,UK,Carlo Carlei,Drama,1161089.0,Romeo & Juliet,PG-13,2013-10-11,113,5.8,Hailee Steinfeld,9141,Julian Fellowes,2013
0.0,Cinetel Films,USA,Steven R. Monroe,Crime,441.0,I Spit on Your Grave 2,R,2014-01-19,106,5.7,Jemma Dallender,21070,Neil Elman,2013
30000000.0,New Line Cinema,USA,Don Scardino,Adventure,22525921.0,The Incredible Burt Wonderstone,PG-13,2013-03-15,100,5.9,Steve Carell,63722,Jonathan Goldstein,2013
0.0,Animal Kingdom,USA,Destin Daniel Cretton,Drama,1010414.0,Short Term 12,R,2013-08-23,96,8.0,Brie Larson,64478,Destin Daniel Cretton,2013
8500000.0,Voltage Pictures,UK,Terry Gilliam,Comedy,219438.0,The Zero Theorem,R,2014-08-19,107,6.1,Christoph Waltz,38378,Pat Rushin,2013
0.0,Big Beach Films,USA,Jordan Vogt-Roberts,Adventure,1290312.0,The Kings of Summer,R,2013-08-23,95,7.2,Nick Robinson,67276,Chris Galletta,2013
28000000.0,CBS Films,USA,Jon Turteltaub,Comedy,63914167.0,Last Vegas,PG-13,2013-11-01,105,6.6,Robert De Niro,114125,Dan Fogelman,2013
0.0,Burn Later Productions,USA,Joe Swanberg,Comedy,342936.0,Drinking Buddies,R,2013-07-25,90,6.1,Olivia Wilde,49646,Joe Swanberg,2013
0.0,RabbitBandini Productions,USA,Gia Coppola,Drama,750100.0,Palo Alto,R,2014-05-09,100,6.3,Emma Roberts,22964,Gia Coppola,2013
10900000.0,DJ Films,UK,Amma Asante,Biography,10726630.0,Belle,PG,2014-06-13,100,7.4,Gugu Mbatha-Raw,23053,Misan Sagay,2013
0.0,Killer Films,USA,John Krokidas,Biography,1029949.0,Kill Your Darlings,R,2013-09-19,104,6.5,Daniel Radcliffe,29273,Austin Bunn,2013
0.0,Alcove Entertainment,UK,Richard Ayoade,Comedy,200268.0,The Double,R,2014-04-04,93,6.5,Jesse Eisenberg,39922,Fyodor Dostoevsky,2013
0.0,BoulderLight Pictures,USA,Eric England,Drama,4105.0,Contracted,NOT RATED,2013-11-22,84,5.3,Najarra Townsend,11798,Eric England,2013
20000000.0,Dimension Films,USA,Malcolm D. Lee,Comedy,32015787.0,Scary Movie 5,PG-13,2013-04-12,88,3.5,Simon Rex,54324,David Zucker,2013
0.0,Sailor Bear,USA,David Lowery,Crime,387606.0,Ain't Them Bodies Saints,R,2013-08-16,96,6.4,Rooney Mara,17678,David Lowery,2013
12000000.0,The Weinstein Company,UK,Stephen Frears,Biography,37707719.0,Philomena,PG-13,2013-11-27,98,7.6,Judi Dench,82660,Steve Coogan,2013
30000000.0,Regency Enterprises,USA,Brad Furman,Crime,19316646.0,Runner Runner,R,2013-10-04,88,5.6,Ben Affleck,55262,Brian Koppelman,2013
9000000.0,Before The Door Pictures,USA,J.C. Chandor,Action,6263670.0,All Is Lost,PG-13,2013-11-07,106,6.9,Robert Redford,64524,J.C. Chandor,2013
12000000.0,Paramount Vantage,USA,Alexander Payne,Adventure,17654912.0,Nebraska,R,2014-01-24,115,7.7,Bruce Dern,97893,Bob Nelson,2013
50000.0,erbp,USA,Shane Carruth,Drama,444098.0,Upstream Color,NOT RATED,2014-01-03,96,6.7,Amy Seimetz,25775,Shane Carruth,2013
8000000.0,Fox Searchlight Pictures,USA,Nicole Holofcener,Comedy,17536788.0,Enough Said,PG-13,2013-10-11,93,7.1,Julia Louis-Dreyfus,52358,Nicole Holofcener,2013
28000000.0,Corsan,Belgium,Paul Haggis,Drama,1019038.0,Amores infieles,R,2015-03-20,137,6.4,Liam Neeson,22766,Paul Haggis,2013
100000000.0,Twentieth Century Fox Animation,USA,Chris Wedge,Animation,107518682.0,Epic,PG,2013-05-24,102,6.7,Amanda Seyfried,90501,James V. Hart,2013
26000000.0,Touchstone Pictures,USA,Ken Scott,Comedy,30664106.0,Delivery Man,PG-13,2013-11-22,105,6.4,Vince Vaughn,65081,Ken Scott,2013
1500000.0,3 Arts Entertainment,USA,Maggie Carey,Comedy,3447339.0,The To Do List,R,2013-07-26,104,5.8,Aubrey Plaza,32105,Maggie Carey,2013
0.0,Wayfare Entertainment,USA,Sebastián Cordero,Drama,125687.0,Europa Report,PG-13,2013-06-27,97,6.5,Sharlto Copley,58171,Philip Gelatt,2013
3500000.0,Alliance Films,USA,Scott Stewart,Horror,17411930.0,Dark Skies,PG-13,2013-02-22,97,6.3,Keri Russell,61914,Scott Stewart,2013
18000000.0,Indian Paintbrush,USA,Jason Reitman,Drama,13362308.0,Labor Day,PG-13,2014-01-31,111,6.9,Kate Winslet,35029,Jason Reitman,2013
0.0,"Collective Studios, The",USA,Simon Barrett,Horror,21833.0,V/H/S/2,R,2013-06-06,96,6.1,Lawrence Michael Levine,30156,Simon Barrett,2013
20000000.0,Lionsgate,UK,Steven Knight,Action,34956.0,Redemption,R,2013-08-23,100,6.2,Jason Statham,56365,Steven Knight,2013
78000000.0,Columbia Pictures,USA,Cody Cameron,Animation,119793567.0,Cloudy with a Chance of Meatballs 2,PG,2013-09-27,95,6.4,Bill Hader,71615,Erica Rivinoja,2013
250000.0,Prettybird,USA,Paul Schrader,Drama,49494.0,The Canyons,R,2013-08-02,99,3.9,Lindsay Lohan,9126,Bret Easton Ellis,2013
30000000.0,Studio Ghibli,Japan,Hayao Miyazaki,Animation,5209580.0,Se levanta el viento,PG-13,2014-02-21,126,7.8,Hideaki Anno,51601,Hayao Miyazaki,2013
28000000.0,DreamWorks,USA,Bill Condon,Biography,3254172.0,The Fifth Estate,R,2013-10-18,128,6.2,Benedict Cumberbatch,32623,Daniel Domscheit-Berg,2013
35000000.0,Emmett/Furla/Oasis Films (EFO Films),USA,Allen Hughes,Crime,19701164.0,Broken City,R,2013-01-18,109,6.2,Mark Wahlberg,67526,Brian Tucker,2013
16000000.0,Worldview Entertainment,USA,James Gray,Drama,2013456.0,The Immigrant,R,2014-05-23,120,6.6,Marion Cotillard,23805,James Gray,2013
900000.0,Forest Whitaker's Significant Productions,USA,Ryan Coogler,Biography,16097842.0,Fruitvale Station,R,2013-07-26,85,7.5,Michael B. Jordan,59913,Ryan Coogler,2013
18000000.0,Archer Street Productions,Switzerland,Jonathan Teplitzky,Biography,4435083.0,Un pasado imborrable,R,2014-05-23,116,7.1,Colin Firth,31065,Frank Cottrell Boyce,2013
35000000.0,Relativity Media,USA,Robert Luketic,Drama,7376027.0,Paranoia,PG-13,2013-08-16,106,5.7,Liam Hemsworth,30891,Jason Hall,2013
40000000.0,Callahan Filmworks,USA,Peter Segal,Comedy,29807260.0,Grudge Match,PG-13,2013-12-25,113,6.4,Robert De Niro,50116,Tim Kelleher,2013
15000000.0,Ecosse Films,UK,Oliver Hirschbiegel,Biography,331634.0,Diana,PG-13,2013-12-20,113,5.5,Naomi Watts,16386,Stephen Jeffreys,2013
135000000.0,DreamWorks Animation,USA,David Soren,Animation,83028128.0,Turbo,PG,2013-07-17,96,6.5,Ryan Reynolds,67648,Darren Lemke,2013
0.0,Fickle Fish Films,UK,Jerusha Hess,Comedy,2151202.0,Austenland,PG-13,2013-09-27,97,6.3,Keri Russell,16374,Jerusha Hess,2013
