Id,Name,Platform,Year,Genre,Publisher,Rank,Difficulty,Ign_score,NA_Sales,EU_Sales,JP_Sales,Other_Sales
15453,F1 2016 (Codemasters),PC,2016,Racing,Codemasters,15453,nan,nan,0,0.02,0,0
15454,Brain Dead 13,PS,1996,Adventure,Coconuts Japan,15454,3,nan,0.01,0.01,0,0
15455,Spider-Man 3,PC,2007,Platform,Activision,15455,nan,nan,0.02,0,0,0
15456,Robotics;Notes,X360,2012,Adventure,5pb,15456,nan,nan,0,0,0.02,0
15457,Hoppie,DS,2011,Platform,Jack of All Games,15457,9,nan,0.02,0,0,0
15458,Rugby League Team Manager 2015,PC,2015,Action,Alternative Software,15458,nan,nan,0,0.02,0,0
15459,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Misc,Tecmo Koei,15459,9,nan,0,0,0.02,0
15460,The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,Codemasters Online,15460,nan,nan,0,0.02,0,0
15461,T.A.C. Heroes : Big Red One,DS,2010,Strategy,Storm City Games,15461,nan,nan,0.02,0,0,0
15462,War Leaders: Clash of Nations,PC,2009,Strategy,CDV Software Entertainment,15462,nan,nan,0,0.02,0,0
15463,Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,Capcom,15463,nan,nan,0,0,0.02,0
15464,The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,15464,nan,nan,0.02,0,0,0
15465,Super PickUps,PS2,2007,Racing,XS Games,15465,nan,nan,0.01,0.01,0,0
15466,Puzzle Quest: Challenge of the Warlords,PSP,2007,Puzzle,D3Publisher,15466,nan,nan,0.01,0,0,0
15467,Aquanaut's Holiday,PS,1995,Adventure,Sony Computer Entertainment,15467,nan,nan,0.01,0.01,0,0
15468,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,Adventure,Marvelous Interactive,15468,nan,nan,0,0,0.02,0
15469,Runaway: A Twist of Fate,DS,N/A,Adventure,Focus Home Interactive,15469,nan,4,0,0.02,0,0
15470,Hot 'n' Cold,DS,2009,Action,Majesco Entertainment,15470,nan,nan,0.02,0,0,0
15471,Nisenochigiri,PSP,2010,Adventure,Idea Factory,15471,5,1,0,0,0.02,0
15472,Wakeboarding Unleashed Featuring Shaun Murray,GBA,2003,Sports,Aspyr,15472,nan,nan,0.01,0.01,0,0
15473,The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,15473,5,nan,0,0.02,0,0
15474,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002,Action,Takara,15474,nan,3,0,0,0.02,0
15475,Last Escort,PS2,2006,Adventure,D3Publisher,15475,nan,nan,0,0,0.02,0
15476,Meikyuu Cross Blood: Reloaded,X360,2011,Action,Unknown,15476,nan,nan,0,0,0.02,0
15477,Livly Garden,DS,2010,Simulation,Marvelous Interactive,15477,nan,6,0,0,0.02,0
15478,Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005,Misc,N/A,15478,nan,7,0.01,0.01,0,0
15479,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2011,Role-Playing,Starfish,15479,nan,nan,0,0,0.02,0
15480,Commando: Steel Disaster,DS,2008,Shooter,Lexicon Entertainment,15480,nan,nan,0.02,0,0,0
15481,Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Adventure,Alchemist,15481,nan,nan,0,0,0.02,0
15482,Hellgate: London,PC,2007,Role-Playing,Electronic Arts,15482,9,nan,0,0.02,0,0
15483,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008,Fighting,Marvelous Interactive,15483,4,nan,0,0,0.02,0
15484,The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,15484,1,nan,0,0,0.02,0
15485,Gal Gun,PS3,2012,Shooter,Alchemist,15485,nan,nan,0,0,0.02,0
15486,Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,15486,9,nan,0.02,0,0,0
15487,Hakuouki: Yuugi Roku DS,DS,2011,Adventure,Idea Factory,15487,4,nan,0,0,0.02,0
15488,Mystery Tales 2: The Spirit Mask,DS,2011,Puzzle,Unknown,15488,2,nan,0,0.02,0,0
15489,Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,15489,nan,nan,0,0.02,0,0
15490,Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005,Role-Playing,Konami Digital Entertainment,15490,nan,nan,0.01,0.01,0,0
15491,Dead Rising,PS4,2016,Action,Capcom,15491,nan,nan,0.01,0,0,0
15492,Homefront: The Revolution,PC,2016,Shooter,Deep Silver,15492,nan,nan,0,0.02,0,0
15493,Toki no Kizuna: Hanayui Tsuzuri,PSP,2013,Adventure,Idea Factory,15493,3,nan,0,0,0.02,0
15494,The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,15494,nan,2,0.01,0.01,0,0
15495,Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,Namco Bandai Games,15495,9,nan,0,0,0.02,0
15496,TOCA Race Driver 3,PC,2006,Racing,Codemasters,15496,nan,7,0,0.02,0,0
15497,Airport Simulator,PC,2011,Simulation,Unknown,15497,nan,nan,0,0.02,0,0
15498,Casper's Scare School: Spooky Sports Day,Wii,2009,Sports,Blast! Entertainment Ltd,15498,6,nan,0.02,0,0,0
15499,Code R,SAT,1998,Adventure,Quintet,15499,nan,nan,0,0,0.02,0
15500,The Idolmaster: Gravure For You! Vol.8,PS3,2012,Action,Namco Bandai Games,15500,nan,nan,0,0,0.02,0
15501,Disney Sports Football,GBA,2002,Sports,Unknown,15501,nan,nan,0.01,0.01,0,0
15502,Oil Rush,PC,2012,Strategy,Iceberg Interactive,15502,nan,nan,0,0.02,0,0
15503,Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Shooter,Activision,15503,nan,8,0.02,0,0,0
15504,Chicken Hunter,DS,2007,Shooter,Phoenix Games,15504,nan,nan,0.02,0,0,0
15505,Hakuoki: Shinkai - Furi no Shou,PSV,2015,Action,Idea Factory,15505,nan,nan,0,0,0.02,0
15506,Demolition Company: Gold Edition,PC,2011,Simulation,N/A,15506,nan,nan,0,0.02,0,0
15507,Headhunter: Redemption,XB,2004,Action,Sega,15507,5,4,0.02,0,0,0
15508,Onechanbara Special,PSP,2011,Action,D3Publisher,15508,nan,nan,0,0,0.02,0
15509,Daikaijuu Battle: Ultra Coliseum,Wii,2008,Fighting,Namco Bandai Games,15509,nan,10,0,0,0.02,0
15510,Saki: Achiga-Hen Portable,PSP,2013,Adventure,Alchemist,15510,10,nan,0,0,0.02,0
15511,Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive,15511,2,nan,0,0.02,0,0
15512,Minna de Dokusho: Keatai Shousetsu Desu,PSP,2008,Misc,Dorart,15512,2,nan,0,0,0.02,0
15513,Polar Bowler,DS,2008,Sports,Mumbo Jumbo,15513,nan,9,0.02,0,0,0
15514,Prehistorik Man,GBA,2001,Platform,THQ,15514,nan,nan,0.01,0.01,0,0
15515,F1 2002,GBA,2002,Racing,"Destination Software, Inc",15515,nan,nan,0.01,0.01,0,0
15516,Chicago Enforcer,XB,2005,Shooter,Kemco,15516,nan,nan,0.02,0,0,0
15517,Jinguuji Saburou DS: Akai Chou,DS,2010,Adventure,Arc System Works,15517,nan,nan,0,0,0.02,0
15518,Dance Dance Revolution Extra Mix,PS,2001,Simulation,Konami Digital Entertainment,15518,nan,nan,0,0,0.02,0
15519,UnchainBlades EXXiV,PSP,2012,Role-Playing,FuRyu,15519,nan,nan,0,0,0.02,0
15520,Princess Isabella: A Witch's Curse,Wii,2010,Adventure,Destineer,15520,nan,nan,0.02,0,0,0
15521,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2008,Adventure,Namco Bandai Games,15521,nan,7,0,0,0.02,0
15522,The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation,15522,nan,nan,0,0,0.02,0
15523,Pippa Funnell: Ranch Rescue,Wii,2007,Adventure,Ubisoft,15523,nan,nan,0,0.02,0,0
15524,Professional Chainsaw Extravaganza,nan,nan,nan,nan,15524,nan,nan,nan,nan,nan,nan
15525,Jewel Link: Galactic Quest,DS,2012,Action,Avanquest Software,15525,nan,nan,0,0.02,0,0
15526,Super Bowling,N64,1999,Sports,Athena,15526,nan,nan,0.02,0,0,0
15527,Rat Attack!,N64,2000,Puzzle,Mindscape,15527,nan,nan,0.02,0,0,0
15528,Kawaii Koinu DS 3,DS,2010,Simulation,MTO,15528,nan,nan,0,0,0.02,0
15529,Chuugen no Hasha: Sangoku Shouseiden,PSP,2006,Strategy,Namco Bandai Games,15529,6,nan,0,0,0.02,0
15530,Chevrolet Camaro: Wild Ride,DS,2010,Racing,Storm City Games,15530,nan,nan,0.02,0,0,0
15531,The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,15531,nan,nan,0.01,0.01,0,0
15532,Largo Winch .// Commando Sar,PS,2002,Adventure,Ubisoft,15532,nan,nan,0.01,0.01,0,0
15533,Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,15533,9,nan,0,0,0.02,0
15534,Cross Treasures,DS,2009,Role-Playing,Square Enix,15534,nan,nan,0,0,0.02,0
15535,Ruff Trigger: The Vanocore Conspiracy,PS2,2006,Platform,Natsume,15535,nan,nan,0.01,0.01,0,0
15536,Silent Bomber,PS,1999,Action,Virgin Interactive,15536,nan,nan,0.01,0.01,0,0
15537,Samurai & Dragons,PSV,2012,Action,Sega,15537,nan,nan,0,0,0.02,0
15538,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,15538,nan,nan,0,0,0.02,0
15539,Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011,Role-Playing,Starfish,15539,nan,nan,0,0,0.02,0
15540,TalkMan,PSP,2006,Misc,Sony Computer Entertainment,15540,nan,5,0,0,0.02,0
15541,XGRA: Extreme G Racing Association,XB,2003,Racing,Acclaim Entertainment,15541,1,nan,0.02,0,0,0
15542,Uta no * Prince-Sama,PSP,2010,Adventure,Broccoli,15542,nan,nan,0,0,0.02,0
15543,Ridge Racer Unbounded,PC,2012,Racing,Namco Bandai Games,15543,nan,nan,0,0.02,0,0
15544,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Role-Playing,Starfish,15544,nan,nan,0,0,0.02,0
15545,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,Misc,Sega,15545,nan,nan,0,0,0.02,0
15546,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,Namco Bandai Games,15546,10,nan,0,0,0.02,0
15547,Invizimals: The Resistance,PSV,2014,Role-Playing,Sony Computer Entertainment,15547,1,8,0,0.02,0,0
15548,Anima - Gate of Memories,PS4,2016,Action,Avanquest,15548,nan,3,0,0.02,0,0
15549,B-17: Fortress in the Sky,DS,2007,Simulation,DSI Games,15549,3,nan,0.02,0,0,0
15550,Mushishi: Amefuru Sato,DS,2008,Simulation,Marvelous Interactive,15550,nan,nan,0,0,0.02,0
15551,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,Comfort,15551,3,nan,0,0,0.02,0
15552,The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013,Role-Playing,Falcom Corporation,15552,nan,nan,0,0,0.02,0
15553,Motocross Mania 3,XB,2005,Racing,Take-Two Interactive,15553,nan,nan,0.01,0,0,0
15554,Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,15554,nan,nan,0,0.01,0.01,0
15555,ESPN MLS ExtraTime 2002,GC,2002,Sports,Konami Digital Entertainment,15555,nan,2,0.02,0,0,0
15556,Winning Post 7: Maximum 2007,PS2,2007,Sports,Tecmo Koei,15556,nan,0,0,0,0.02,0
15557,Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,15557,nan,nan,0,0,0.02,0
15558,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Action,Russel,15558,nan,nan,0,0,0.02,0
15559,Vitamin R,PSP,2013,Adventure,D3Publisher,15559,nan,nan,0,0,0.02,0
15560,Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,15560,nan,9,0,0,0.02,0
15561,Maximum Racing: Crash Car Racer,Wii,2010,Racing,Nordic Games,15561,9,nan,0.01,0.01,0,0
15562,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006,Action,Atari,15562,nan,nan,0.01,0.01,0,0
15563,Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,15563,nan,6,0,0.02,0,0
15564,Guitar Freaks V2 & DrumMania V2,PS2,2006,Simulation,Konami Digital Entertainment,15564,nan,nan,0,0,0.02,0
15565,Backyard Baseball '09,PS2,2008,Sports,Atari,15565,nan,nan,0.01,0.01,0,0
15566,Puzzle City,DS,2009,Puzzle,Destineer,15566,4,nan,0.02,0,0,0
15567,Gakuen K: Wonderful School Days,PSP,2014,Adventure,Idea Factory,15567,nan,nan,0,0,0.02,0
15568,Worms,X360,2007,Strategy,Microsoft Game Studios,15568,8,nan,0,0.02,0,0
15569,RollerCoaster Tycoon World,PC,2016,Simulation,Atari,15569,nan,nan,0,0.02,0,0
15570,Pastel Chime Continue,PSP,2010,Adventure,5pb,15570,nan,nan,0,0,0.02,0
15571,Trapped Dead,PC,2011,Strategy,Iceberg Interactive,15571,nan,0,0,0.02,0,0
15572,Super Fruit Fall,Wii,2006,Puzzle,System 3 Arcade Software,15572,nan,nan,0.01,0,0,0
15573,Zwei!!,PSP,2008,Role-Playing,Falcom Corporation,15573,nan,nan,0,0,0.02,0
15574,Pump It Up: Exceed,XB,2005,Misc,Mastiff,15574,nan,nan,0.01,0,0,0
15575,Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,Kadokawa Shoten,15575,nan,nan,0,0,0.02,0
15576,CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,15576,nan,nan,0,0,0.02,0
15577,Littlest Pet Shop,PC,2008,Simulation,Electronic Arts,15577,6,nan,0,0.02,0,0
15578,Net High,PSV,2015,Adventure,Marvelous Games,15578,0,nan,0,0,0.02,0
15579,Malice,PS2,2004,Platform,Evolved Games,15579,10,nan,0.01,0.01,0,0
15580,Defendin' De Penguin,DS,2008,Strategy,Zushi Games,15580,7,nan,0.02,0,0,0
15581,The Sims 2: Family Fun Stuff,PC,2006,Simulation,Electronic Arts,15581,nan,10,0,0.01,0,0
15582,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,Sega,15582,nan,nan,0,0,0.02,0
15583,Worldwide Soccer Manager 2007,PC,2006,Sports,Sega,15583,nan,nan,0,0.02,0,0
15584,Heroes of the Pacific,PC,2005,Simulation,Codemasters,15584,nan,nan,0,0.02,0,0
15585,Kokoro Connect: Yochi Random,PSP,2012,Action,Namco Bandai Games,15585,nan,nan,0,0,0.02,0
15586,Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,15586,nan,nan,0.01,0.01,0,0
15587,Mount & Blade: Warband,PC,2010,Role-Playing,Paradox Interactive,15587,nan,nan,0.01,0.01,0,0
15588,Horrid Henry: Missions of Mischief,Wii,2010,Adventure,SouthPeak Games,15588,nan,nan,0,0.02,0,0
15589,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,Focus Multimedia,15589,nan,nan,0,0.02,0,0
15590,Painkiller: Hell & Damnation,X360,2013,Shooter,Nordic Games,15590,10,nan,0,0.01,0,0
15591,Resident Evil Zero,PC,2016,Action,Capcom,15591,nan,nan,0.01,0.01,0,0
15592,Warship Gunner 2 Portable,PSP,2009,Simulation,Tecmo Koei,15592,nan,3,0,0,0.02,0
15593,Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,15593,6,nan,0,0.01,0,0
15594,Downtown Nekketsu Jidaigek,3DS,2015,Action,Arc System Works,15594,nan,nan,0,0,0.02,0
15595,Mini Ninjas,PC,2009,Action,Eidos Interactive,15595,nan,nan,0,0.02,0,0
15596,Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,15596,nan,nan,0,0.02,0,0
15597,NHL 09,PC,2008,Sports,Electronic Arts,15597,nan,nan,0,0.02,0,0
15598,Spanish for Everyone!,DS,2007,Puzzle,Activision,15598,nan,nan,0.02,0,0,0
15599,Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,15599,nan,nan,0,0,0.02,0
15600,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,15600,9,nan,0,0,0.02,0
15601,Germany's Next Topmodel 2011,Wii,2011,Simulation,7G//AMES,15601,10,nan,0,0.02,0,0
15602,Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006,Action,Namco Bandai Games,15602,nan,nan,0,0,0.02,0
15603,Angelique Retour,PSV,2015,Action,Tecmo Koei,15603,nan,8,0,0,0.02,0
15604,Winx Club: Saving Alfea,DS,2014,Action,Namco Bandai Games,15604,nan,nan,0.02,0,0,0
15605,UFO: Trilogy,PC,2007,Strategy,Unknown,15605,nan,nan,0,0.02,0,0
15606,Mount & Blade Collection,PC,2012,Role-Playing,Paradox Interactive,15606,nan,nan,0,0.02,0,0
15607,Car Battler Joe,GBA,2001,Role-Playing,Victor Interactive,15607,nan,nan,0.01,0.01,0,0
15608,Vietcong,PC,2003,Shooter,Gathering of Developers,15608,nan,nan,0,0.02,0,0
15609,StormLover Karen!!,PSP,2011,Adventure,D3Publisher,15609,nan,nan,0,0,0.02,0
15610,Digimon Rumble Arena 2,XB,2004,Fighting,Atari,15610,nan,nan,0.01,0,0,0
15611,Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,5pb,15611,nan,10,0,0,0.02,0
15612,Ten Pin Alley 2,Wii,2008,Sports,XS Games,15612,nan,10,0.02,0,0,0
15613,Coded Soul: Uke Keigareshi Idea,PSP,2008,Role-Playing,Sony Computer Entertainment,15613,nan,8,0,0,0.02,0
15614,Starship Troopers,PC,2005,Shooter,Empire Interactive,15614,9,6,0,0.02,0,0
15615,AIR,PSP,2007,Adventure,Prototype,15615,4,nan,0,0,0.02,0
15616,Crysis: Warhead,PC,2008,Shooter,Electronic Arts,15616,7,9,0,0.02,0,0
15617,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Adventure,Alchemist,15617,nan,nan,0,0,0.02,0
15618,Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,15618,nan,nan,0,0.02,0,0
15619,Garfield Gets Real,DS,2009,Action,Zushi Games,15619,nan,5,0,0.02,0,0
15620,Mighty No. 9,WiiU,2016,Platform,Deep Silver,15620,9,nan,0.01,0.01,0,0
15621,Atlantic Quest,PC,2011,Puzzle,Avanquest,15621,nan,nan,0,0.02,0,0
15622,Tycoon City: New York,PC,2006,Strategy,Atari,15622,nan,nan,0,0.02,0,0
15623,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,15623,nan,nan,0,0,0.02,0
15624,Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,15624,6,nan,0,0.02,0,0
15625,Virtua Pro Football,PS2,2006,Sports,Sega,15625,nan,nan,0,0,0.02,0
15626,Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015,Action,Compile Heart,15626,nan,nan,0,0,0.02,0
15627,Adidas Power Soccer 98,PS,1998,Sports,Psygnosis,15627,nan,nan,0.01,0.01,0,0
15628,Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,15628,nan,4,0,0,0.02,0
15629,Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,15629,nan,nan,0,0,0.02,0
15630,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,N/A,Racing,Unknown,15630,nan,4,0,0,0.02,0
15631,Heroes VS,PSP,2013,Fighting,Namco Bandai Games,15631,nan,nan,0,0,0.02,0
15632,Kazoku Keikaku,PSP,2010,Adventure,CyberFront,15632,nan,nan,0,0,0.02,0
15633,Sotsugyou II: Neo Generation Special,3DO,1995,Simulation,Imageworks,15633,nan,nan,0,0,0.02,0
15634,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009,Shooter,Activision,15634,nan,3,0.02,0,0,0
15635,Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,15635,nan,nan,0.01,0.01,0,0
15636,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,15636,10,nan,0.02,0,0,0
15637,Aoishiro,PS2,2008,Adventure,Success,15637,5,nan,0,0,0.02,0
15638,Rainbow Islands Revolution,DS,2005,Platform,Rising Star Games,15638,7,nan,0.01,0,0,0
15639,"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008,Strategy,THQ,15639,nan,nan,0,0.02,0,0
15640,Virtual Kasparov,GBA,2002,Strategy,Titus,15640,nan,nan,0.01,0.01,0,0
15641,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,Global Star,15641,nan,2,0.01,0,0,0
15642,Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,15642,nan,nan,0,0,0.02,0
15643,Mary King's Riding School,DS,2008,Simulation,Ghostlight,15643,nan,3,0,0.02,0,0
15644,Devil Survivor: Over Clock,3DS,2015,Strategy,Atlus,15644,nan,nan,0,0,0.02,0
15645,PC Engine Best Collection: Tengai Makyou Collection,PSP,2008,Role-Playing,Hudson Soft,15645,nan,nan,0,0,0.02,0
15646,Commandos 3: Destination Berlin,PC,2003,Strategy,Eidos Interactive,15646,nan,nan,0,0.02,0,0
15647,Otoko Yukaku,PSV,2015,Action,D3Publisher,15647,nan,8,0,0,0.02,0
15648,Speed Kings,GC,2003,Racing,Acclaim Entertainment,15648,nan,nan,0.01,0,0,0
15649,Spirits and Demons: 5 Game Pack,PC,2015,Misc,Focus Multimedia,15649,nan,nan,0,0.02,0,0
15650,Rose to Tasogare no Kojou,PSV,2016,Action,Nippon Ichi Software,15650,nan,nan,0,0,0.02,0
15651,Army Rescue,Wii,2009,Shooter,UFO Interactive,15651,nan,nan,0.02,0,0,0
15652,Azada,3DS,2012,Puzzle,Licensed 4U,15652,nan,6,0,0.02,0,0
15653,ESPN MLS ExtraTime 2002,XB,2002,Sports,Konami Digital Entertainment,15653,nan,3,0.01,0,0,0
15654,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010,Misc,Karin Entertainment,15654,nan,nan,0,0,0.02,0
15655,Dreamer Series: Horse Trainer,DS,2008,Simulation,DreamCatcher Interactive,15655,nan,nan,0.02,0,0,0
15656,Hogs of War,PS,2000,Strategy,Infogrames,15656,nan,nan,0.01,0.01,0,0
15657,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007,Fighting,Marvelous Interactive,15657,nan,nan,0,0,0.02,0
15658,Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,Cave,15658,nan,nan,0,0,0.02,0
15659,Point Blank 3,PS,2000,Shooter,Namco Bandai Games,15659,nan,nan,0.01,0.01,0,0
15660,Meiji Toukyou Renka,PSP,2013,Adventure,Broccoli,15660,nan,nan,0,0,0.02,0
15661,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,15661,nan,nan,0,0,0.02,0
15662,Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,Idea Factory,15662,nan,nan,0,0,0.02,0
15663,Mushihimesama,X360,2012,Action,Cave,15663,nan,2,0,0,0.02,0
15664,Uru: Ages Beyond Myst,PC,2003,Adventure,Ubisoft,15664,nan,nan,0,0.02,0,0
15665,Higurashi no Naku Koro ni: Jan,PSP,2009,Misc,AQ Interactive,15665,nan,nan,0,0,0.02,0
15666,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Action,Idea Factory,15666,nan,nan,0,0,0.02,0
15667,Elvandia Story,PS2,2007,Role-Playing,Spike,15667,9,nan,0,0,0.02,0
15668,Triggerheart Excelica Enhanced,PS2,2009,Shooter,Alchemist,15668,nan,3,0,0,0.02,0
15669,Puzzle Star Sweep,PS,1997,Puzzle,Midas Interactive Entertainment,15669,nan,nan,0.01,0.01,0,0
15670,Battle Spirits: Kiseki no Hasha,PSP,2009,Role-Playing,Namco Bandai Games,15670,nan,4,0,0,0.02,0
15671,X-Plane 10 Global,PC,2013,Simulation,Aerosoft,15671,nan,6,0,0.02,0,0
15672,Chrysler Classic Racing,DS,2008,Racing,Zoo Games,15672,4,nan,0.02,0,0,0
15673,The Conveni 4,PS2,2006,Simulation,Hamster Corporation,15673,nan,2,0,0,0.02,0
15674,The Cheetah Girls,GBA,2006,Misc,Disney Interactive Studios,15674,nan,7,0.01,0,0,0
15675,Charlie's Angels,GC,2003,Action,Ubisoft,15675,nan,nan,0.01,0,0,0
15676,WRC 2: FIA World Rally Championship,PC,2011,Racing,Ubisoft,15676,nan,3,0,0.01,0,0
15677,uDraw Studio: Instant Artist,X360,2011,Misc,THQ,15677,nan,nan,0.01,0.01,0,0
15678,Seitokai no Ichizon: DS-suru Seitokai,DS,2010,Adventure,Kadokawa Shoten,15678,nan,nan,0,0,0.02,0
15679,Teenage Mutant Ninja Turtles Double Pack,GBA,2006,Action,Konami Digital Entertainment,15679,nan,6,0.01,0,0,0
15680,Prism Ark: Awake,PS2,2008,Adventure,5pb,15680,nan,nan,0,0,0.02,0
15681,Rozen Maiden: Duellwalzer,PS2,2006,Adventure,Taito,15681,nan,nan,0,0,0.02,0
15682,Rugby 06,XB,2006,Sports,Electronic Arts,15682,nan,nan,0.01,0,0,0
15683,Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,15683,7,nan,0.02,0,0,0
15684,Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,Destineer,15684,6,nan,0.02,0,0,0
15685,Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,15685,nan,nan,0,0,0.02,0
15686,Kamen Rider: Battride War II,WiiU,2014,Action,Namco Bandai Games,15686,9,8,0,0,0.02,0
15687,Shrek / Shark Tale Game Boy Advance Video,GBA,2006,Misc,Hasbro Interactive,15687,1,8,0.01,0,0,0
15688,Urban Chaos: Riot Response,XB,2006,Shooter,Eidos Interactive,15688,2,9,0.01,0,0,0
15689,Ginga Fukei Densetsu: Sapphire,TG16,1995,Shooter,Hudson Soft,15689,5,3,0,0,0.02,0
15690,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007,Action,Marvelous Interactive,15690,7,nan,0,0,0.02,0
15691,The Mummy,GBA,2002,Action,Ubisoft,15691,nan,nan,0.01,0,0,0
15692,Guitar Freaks V3 & DrumMania V3,PS2,2007,Simulation,Konami Digital Entertainment,15692,nan,nan,0,0,0.02,0
15693,The Talos Principle,PS4,2015,Puzzle,Devolver Digital,15693,nan,nan,0,0.02,0,0
15694,The Crow: City of Angels,PS,1997,Action,Acclaim Entertainment,15694,nan,nan,0.01,0.01,0,0
15695,Legendary,PC,2008,Shooter,Atari,15695,nan,nan,0,0.01,0,0
15696,Snow Portable,PSP,2007,Adventure,Prototype,15696,nan,nan,0,0,0.02,0
15697,Poyo Poyo Kansatsu Nikki,3DS,2012,Action,IE Institute,15697,0,3,0,0,0.02,0
15698,Jinsei Game DS,DS,2006,Misc,Atlus,15698,nan,nan,0,0,0.02,0
